sku,forecast,actual,volume,inventory_on_hand,safety_stock,lead_time_days,supplier_otif,demand_volatility_cv,margin
SKU-07476,881,757,739,2436,206,34,0.928,0.034,1.19
SKU-07477,986,915,1086,849,882,34,0.709,0.357,6.53
SKU-07478,1288,1402,1376,3148,897,10,0.715,0.125,1.32
SKU-07479,517,601,449,2893,177,41,0.792,0.269,9.03
SKU-07480,187,179,214,2903,65,53,0.746,0.309,5.95
SKU-07481,334,303,386,115,943,20,0.748,0.173,11.14
SKU-07482,1176,1096,1284,66,89,33,0.979,0.252,5.27
SKU-07483,1514,1400,1526,3099,750,23,0.966,0.193,0.87
SKU-07484,1021,1232,953,3475,416,14,0.868,0.391,0.68
SKU-07485,747,663,735,1236,77,11,0.831,0.1,11.28
SKU-07486,1375,1507,1606,3670,946,41,0.701,0.224,1.12
SKU-07487,1207,1052,1075,254,640,36,0.671,0.381,4.97
SKU-07488,446,415,431,3809,912,22,0.933,0.245,13.36
SKU-07489,319,263,306,4529,544,39,0.663,0.172,8.5
SKU-07490,1129,1343,1104,856,468,14,0.885,0.142,12.82
SKU-07491,673,692,706,4274,593,49,0.902,0.131,7.12
SKU-07492,262,242,247,352,956,45,0.813,0.23,5.44
SKU-07493,1187,1242,1187,2005,50,35,0.659,0.171,7.03
SKU-07494,2236,2003,1952,3142,1088,14,0.723,0.391,8.65
SKU-07495,1790,2071,1765,872,256,56,0.851,0.126,0.51
SKU-07496,1920,2249,1784,3949,697,52,0.939,0.322,10.56
SKU-07497,2163,1447,1947,496,1074,26,0.698,0.077,2.3
SKU-07498,910,1160,1158,1840,586,54,0.797,0.257,5.26
SKU-07499,1127,1137,1270,49,1096,30,0.696,0.185,11.63
SKU-07500,1212,1323,1160,4887,1124,37,0.724,0.05,7.57
SKU-07501,1087,1257,941,425,1147,47,0.795,0.022,2.19
SKU-07502,533,553,614,1882,692,25,0.933,0.152,11.76
SKU-07503,680,557,732,3470,339,15,0.915,0.166,4.66
SKU-07504,1169,814,1110,3902,1198,38,0.784,0.411,6.08
SKU-07505,79,90,97,4224,400,25,0.972,0.446,13.9
SKU-07506,1159,755,1266,3311,146,6,0.696,0.378,11.82
SKU-07507,819,540,942,3935,335,51,0.885,0.028,12.81
SKU-07508,1095,1193,1067,2823,273,30,0.802,0.441,11.18
SKU-07509,1381,1561,1306,3297,839,25,0.705,0.401,5.26
SKU-07510,1114,1101,1072,1925,950,57,0.725,0.324,7.38
SKU-07511,972,1111,842,1704,643,42,0.783,0.192,4.81
SKU-07512,2476,1910,1917,4215,267,41,0.671,0.28,5.19
SKU-07513,1292,1254,1188,823,225,58,0.692,0.054,13.34
SKU-07514,1684,1979,1579,2198,760,45,0.808,0.243,12.07
SKU-07515,1708,1775,1638,4089,1010,30,0.914,0.276,7.55
SKU-07516,396,456,418,1320,664,11,0.916,0.236,9.93
SKU-07517,919,919,856,1336,624,46,0.774,0.046,5.14
SKU-07518,1702,2456,1760,47,498,39,0.758,0.325,3.47
SKU-07519,2183,2652,1864,2557,755,52,0.778,0.38,12.89
SKU-07520,1221,1082,1145,1679,294,28,0.896,0.391,5.88
SKU-07521,472,383,460,3893,820,52,0.654,0.339,13.6
SKU-07522,1889,1824,1728,4067,505,18,0.695,0.317,6.21
SKU-07523,1088,969,843,1142,100,32,0.835,0.155,2.17
SKU-07524,1763,1721,1665,3149,55,7,0.808,0.264,5.25
SKU-07525,841,768,925,538,541,19,0.932,0.403,13.57
SKU-07526,950,517,1556,1275,534,9,0.867,0.183,2.44
SKU-07527,1386,1512,1343,4567,261,39,0.806,0.313,0.96
SKU-07528,1299,1461,1575,144,731,20,0.728,0.288,6.25
SKU-07529,1975,2318,1874,4194,882,18,0.755,0.424,6.16
SKU-07530,1211,915,1394,774,946,36,0.898,0.331,5.7
SKU-07531,802,872,774,4415,526,31,0.713,0.418,11.15
SKU-07532,851,932,1225,4102,560,50,0.734,0.302,3.74
SKU-07533,1187,1332,1278,4650,737,13,0.848,0.039,13.71
SKU-07534,349,293,382,3719,978,10,0.735,0.127,6.3
SKU-07535,260,241,371,2157,117,42,0.825,0.386,2.18
SKU-07536,274,338,231,4609,66,24,0.714,0.38,12.28
SKU-07537,937,865,1193,1779,1057,25,0.856,0.291,11.74
SKU-07538,2057,2029,1921,3501,295,26,0.932,0.282,2.12
SKU-07539,656,809,560,4476,1131,6,0.794,0.235,13.81
SKU-07540,882,839,721,2077,333,54,0.936,0.09,6.46
SKU-07541,747,673,922,3599,548,43,0.904,0.238,1.97
SKU-07542,297,334,317,3925,229,17,0.657,0.363,6.4
SKU-07543,1685,1730,1488,2150,1038,42,0.846,0.1,9.03
SKU-07544,258,275,320,3928,716,43,0.72,0.243,3.66
SKU-07545,955,1085,1087,805,444,19,0.79,0.046,10.41
SKU-07546,404,358,339,3875,631,30,0.679,0.291,13.42
SKU-07547,1062,1333,1107,4349,223,10,0.906,0.382,6.13
SKU-07548,683,549,811,4392,825,12,0.671,0.383,3.03
SKU-07549,2235,2182,1821,4205,311,57,0.748,0.258,14.29
SKU-07550,2048,2646,1911,2704,929,26,0.775,0.396,4.37
SKU-07551,884,620,779,3713,502,57,0.867,0.316,8.53
SKU-07552,563,571,500,4446,665,39,0.872,0.163,7.25
SKU-07553,1320,1470,1369,4209,573,40,0.94,0.182,13.12
SKU-07554,1520,1243,1453,4714,1163,9,0.689,0.265,13.35
SKU-07555,910,924,867,246,1015,13,0.821,0.05,14.6
SKU-07556,1456,1549,1335,2027,371,15,0.777,0.125,7.18
SKU-07557,944,1049,1165,3302,545,31,0.7,0.18,7.56
SKU-07558,1928,1424,1913,3861,767,22,0.845,0.275,4.77
SKU-07559,650,579,729,4095,761,59,0.771,0.18,3.34
SKU-07560,1723,1962,1737,3175,545,44,0.729,0.305,10.4
SKU-07561,245,232,246,3501,723,29,0.804,0.117,4.36
SKU-07562,709,674,719,2881,1141,21,0.725,0.153,14.96
SKU-07563,695,750,808,3711,463,14,0.841,0.165,4.75
SKU-07564,231,180,360,1523,157,15,0.703,0.33,6.58
SKU-07565,1134,1429,935,2718,1133,37,0.736,0.167,11.01
SKU-07566,351,280,391,3934,423,7,0.984,0.307,7.76
SKU-07567,1603,1703,1622,767,931,58,0.708,0.412,1.25
SKU-07568,1123,1012,1137,4898,818,27,0.74,0.045,12.98
SKU-07569,883,723,809,307,103,42,0.796,0.256,10.4
SKU-07570,157,186,160,4301,543,20,0.737,0.422,2.57
SKU-07571,380,429,376,671,604,38,0.794,0.021,10.2
SKU-07572,1051,1068,1117,2649,628,21,0.866,0.377,11.02
SKU-07573,688,666,591,2892,89,11,0.934,0.086,6.74
SKU-07574,1438,1707,1664,2770,446,13,0.79,0.33,2.88
SKU-07575,1005,1300,1110,670,1086,34,0.824,0.411,4.35
SKU-07576,466,436,367,1077,452,47,0.661,0.271,0.76
SKU-07577,791,667,861,3377,688,27,0.782,0.331,4.11
SKU-07578,1297,798,1447,3237,425,38,0.804,0.348,13.35
SKU-07579,653,671,561,3045,882,33,0.66,0.145,8.87
SKU-07580,1764,1670,1804,4168,340,21,0.791,0.358,10.32
SKU-07581,1008,963,933,7,1162,54,0.805,0.4,5.96
SKU-07582,1156,1022,1052,300,306,39,0.82,0.084,7.82
SKU-07583,216,206,263,1297,148,51,0.81,0.304,11.47
SKU-07584,1165,1191,1209,4489,297,9,0.895,0.19,6.09
SKU-07585,912,847,912,4358,328,52,0.938,0.307,5.03
SKU-07586,310,437,367,4258,969,37,0.92,0.189,2.13
SKU-07587,2136,2657,1778,1711,807,3,0.812,0.358,7.69
SKU-07588,1982,1601,1943,4370,939,55,0.849,0.15,5.19
SKU-07589,703,810,704,3991,496,8,0.734,0.081,5.39
SKU-07590,559,474,484,667,1189,39,0.856,0.178,7.49
SKU-07591,975,736,1568,2797,1194,43,0.857,0.275,10.46
SKU-07592,1282,1252,1209,4043,753,33,0.808,0.391,10.26
SKU-07593,1002,1035,857,2987,368,30,0.743,0.319,6.09
SKU-07594,1394,1934,1505,1426,239,30,0.839,0.178,11.18
SKU-07595,1188,1267,1132,4524,995,8,0.727,0.392,10.64
SKU-07596,1496,1495,1433,2065,330,43,0.96,0.109,8.38
SKU-07597,197,247,192,4356,1117,33,0.734,0.438,2.95
SKU-07598,1990,2104,1802,112,457,13,0.935,0.154,2.2
SKU-07599,1214,1019,978,630,413,49,0.702,0.284,13.53
SKU-07600,919,913,922,1838,1028,43,0.963,0.191,14.8
SKU-07601,857,726,770,2425,857,5,0.861,0.405,8.51
SKU-07602,1034,1196,1450,654,215,27,0.726,0.314,5.37
SKU-07603,153,172,174,4897,973,58,0.859,0.208,6.08
SKU-07604,223,192,223,1281,1055,37,0.973,0.178,5.59
SKU-07605,1349,1210,1429,800,774,46,0.909,0.355,8.74
SKU-07606,899,989,886,4035,750,7,0.866,0.047,14.22
SKU-07607,233,229,262,2165,1017,51,0.847,0.273,5.45
SKU-07608,835,807,796,3206,1129,38,0.942,0.257,13.96
SKU-07609,2148,2202,1888,1722,232,19,0.858,0.363,8.46
SKU-07610,1635,2096,1929,3081,641,46,0.946,0.035,4.37
SKU-07611,1402,1319,1656,137,408,42,0.934,0.057,9.95
SKU-07612,716,742,653,374,76,45,0.83,0.256,13.64
SKU-07613,1115,1090,1356,3746,556,14,0.956,0.038,0.62
SKU-07614,213,198,224,4745,157,49,0.895,0.339,11.19
SKU-07615,586,460,493,3606,722,25,0.664,0.095,0.83
SKU-07616,390,303,502,4298,1058,56,0.817,0.261,14.05
SKU-07617,898,868,1147,3961,189,5,0.984,0.042,11.47
SKU-07618,199,274,193,3051,731,20,0.661,0.183,11.55
SKU-07619,405,419,375,2902,597,54,0.841,0.205,2.5
SKU-07620,666,345,872,1625,854,15,0.923,0.441,8.41
SKU-07621,907,888,977,2210,787,26,0.695,0.184,9.46
SKU-07622,791,898,897,2425,110,20,0.659,0.156,14.21
SKU-07623,168,232,188,2766,98,5,0.803,0.2,12.65
SKU-07624,1770,1952,1770,2914,66,45,0.907,0.081,10.37
SKU-07625,112,124,93,3789,260,38,0.812,0.28,7.66
SKU-07626,105,60,123,3145,799,43,0.782,0.111,10.06
SKU-07627,1174,1225,1371,2632,721,33,0.668,0.051,2.56
SKU-07628,503,510,500,3848,999,20,0.725,0.364,3.25
SKU-07629,797,797,771,2594,1162,46,0.853,0.223,14.61
SKU-07630,2086,2032,1928,1472,316,4,0.981,0.364,9.9
SKU-07631,1450,1580,1510,458,994,55,0.823,0.349,2.13
SKU-07632,483,351,521,1532,55,47,0.851,0.118,7.04
SKU-07633,704,750,604,1583,271,55,0.785,0.335,8.9
SKU-07634,507,559,555,352,328,13,0.745,0.173,5.92
SKU-07635,800,690,918,4615,988,53,0.902,0.353,12.23
SKU-07636,2123,2384,1865,1322,604,23,0.821,0.256,1.96
SKU-07637,1519,1513,1474,979,383,20,0.686,0.03,7.36
SKU-07638,1743,2184,1957,554,88,22,0.693,0.415,12.09
SKU-07639,644,603,672,753,210,31,0.771,0.253,10.57
SKU-07640,1279,1208,1306,3679,830,5,0.72,0.396,7.13
SKU-07641,731,915,842,4390,151,19,0.849,0.376,13.42
SKU-07642,371,322,379,1939,1191,3,0.911,0.118,2.44
SKU-07643,1580,1604,1406,4305,1119,20,0.879,0.158,4.1
SKU-07644,260,217,220,4484,360,17,0.797,0.132,6.53
SKU-07645,1664,1420,1818,4347,1145,32,0.755,0.422,8.47
SKU-07646,923,1146,852,2893,149,15,0.68,0.195,9.65
SKU-07647,1385,1462,1311,1207,211,24,0.756,0.298,10.72
SKU-07648,460,529,424,2851,507,51,0.858,0.138,7.52
SKU-07649,749,937,802,1722,457,52,0.676,0.149,9.18
SKU-07650,639,464,722,3337,911,36,0.816,0.288,14.63
SKU-07651,957,755,1065,2111,620,12,0.942,0.224,5.07
SKU-07652,643,445,1158,1071,478,55,0.7,0.415,8.94
SKU-07653,88,111,104,2131,314,52,0.747,0.242,6.06
SKU-07654,1478,1664,1374,2644,837,49,0.913,0.407,6.37
SKU-07655,1795,1795,1739,4909,1048,24,0.742,0.112,5.33
SKU-07656,1478,1432,1393,2089,602,51,0.886,0.182,9.02
SKU-07657,977,875,845,1110,619,21,0.806,0.236,9.63
SKU-07658,999,1107,992,1706,234,24,0.696,0.248,4.97
SKU-07659,777,861,841,2699,1097,26,0.886,0.05,12.79
SKU-07660,1621,1734,1529,1926,374,52,0.669,0.271,9.44
SKU-07661,663,618,627,4142,158,45,0.909,0.099,13.62
SKU-07662,1541,1659,1283,3898,383,39,0.748,0.138,1.49
SKU-07663,199,238,212,3225,769,34,0.988,0.095,2.01
SKU-07664,1214,1445,1074,4558,652,8,0.976,0.055,12.93
SKU-07665,1126,925,1043,2944,683,35,0.75,0.117,14.82
SKU-07666,1789,2029,1874,4163,212,49,0.971,0.135,3.61
SKU-07667,665,927,753,3404,327,44,0.928,0.245,3.72
SKU-07668,1506,1378,1422,86,1111,19,0.882,0.311,5.98
SKU-07669,371,380,382,3259,1199,22,0.663,0.17,6.41
SKU-07670,1031,1160,1007,2401,243,8,0.768,0.145,13.93
SKU-07671,576,548,683,331,302,10,0.804,0.278,2.51
SKU-07672,129,143,140,2031,577,33,0.948,0.215,6.16
SKU-07673,1695,1738,1543,1531,56,49,0.863,0.086,8.55
SKU-07674,1942,2455,1683,4033,605,29,0.989,0.306,10.57
SKU-07675,164,155,216,4157,525,58,0.694,0.142,1.8
SKU-07676,1259,1229,1303,2112,118,37,0.941,0.386,10.69
SKU-07677,379,397,350,2052,434,35,0.892,0.385,4.41
SKU-07678,1590,1163,1556,1305,86,47,0.709,0.103,8.54
SKU-07679,1006,972,937,2101,1037,33,0.867,0.13,14.24
SKU-07680,635,560,570,2054,1045,11,0.712,0.256,10.21
SKU-07681,1455,1900,1684,3595,1132,46,0.956,0.21,11.02
SKU-07682,1531,1437,1250,4165,534,37,0.695,0.321,11.21
SKU-07683,1911,2136,1809,2373,129,12,0.886,0.029,8.64
SKU-07684,802,845,690,2317,609,57,0.651,0.189,1.47
SKU-07685,335,361,335,3570,1012,43,0.718,0.345,10.3
SKU-07686,740,772,867,97,650,4,0.841,0.338,9.6
SKU-07687,1168,963,1187,1934,719,22,0.797,0.387,1.86
SKU-07688,1021,938,891,1183,1100,4,0.779,0.337,9.64
SKU-07689,208,175,216,3132,199,29,0.834,0.292,4.48
SKU-07690,940,1076,1064,3692,113,14,0.87,0.449,13.74
SKU-07691,1141,1117,1445,345,647,48,0.802,0.245,0.55
SKU-07692,1419,1489,1759,4857,1099,23,0.822,0.034,4.33
SKU-07693,648,617,507,4504,237,37,0.908,0.391,2.35
SKU-07694,1624,1362,1811,2071,1069,27,0.661,0.346,9.89
SKU-07695,1181,1153,1620,1379,730,59,0.886,0.334,2.11
SKU-07696,450,466,493,2035,797,44,0.954,0.339,14.13
SKU-07697,2114,2407,1633,3202,133,8,0.656,0.419,12.29
SKU-07698,1987,1609,1941,349,215,59,0.725,0.031,3.19
SKU-07699,1458,1445,1277,853,391,45,0.845,0.354,1.55
SKU-07700,1037,1264,1031,1608,353,56,0.802,0.152,10.01
SKU-07701,1596,1490,1461,1685,1170,5,0.698,0.413,3.45
SKU-07702,433,514,679,515,376,49,0.892,0.388,8.33
SKU-07703,660,633,598,662,1154,53,0.763,0.344,1.07
SKU-07704,1719,1507,1894,2063,1122,53,0.846,0.194,8.62
SKU-07705,908,716,810,3881,190,39,0.683,0.353,7.93
SKU-07706,590,566,537,4546,768,34,0.736,0.174,12.07
SKU-07707,1084,962,1182,3356,653,5,0.751,0.198,7.95
SKU-07708,679,588,648,2501,1055,24,0.783,0.264,0.54
SKU-07709,878,940,788,2267,184,20,0.899,0.109,8.62
SKU-07710,802,1038,922,3929,989,35,0.699,0.171,3.63
SKU-07711,216,201,235,1166,127,39,0.832,0.371,6.17
SKU-07712,631,534,488,3537,654,28,0.862,0.306,5.59
SKU-07713,1597,971,1599,524,693,23,0.957,0.264,6.47
SKU-07714,240,302,197,4457,1139,57,0.836,0.388,5.86
SKU-07715,355,394,428,1382,576,3,0.667,0.338,4.23
SKU-07716,1617,1703,1674,771,328,48,0.759,0.158,9.7
SKU-07717,938,772,908,3362,225,36,0.689,0.187,14.01
SKU-07718,1281,1313,1417,3699,1085,29,0.811,0.404,4.97
SKU-07719,512,496,471,929,129,10,0.964,0.164,3.55
SKU-07720,117,103,108,1375,80,53,0.698,0.145,5.86
SKU-07721,1995,2173,1945,322,830,44,0.955,0.085,2.8
SKU-07722,477,545,423,221,191,8,0.688,0.373,11.58
SKU-07723,1014,895,1003,4244,889,13,0.73,0.051,14.32
SKU-07724,240,280,214,365,958,24,0.894,0.042,9.05
SKU-07725,601,381,566,2512,410,29,0.667,0.153,10.23
SKU-07726,1613,1892,1671,696,237,42,0.943,0.323,4.83
SKU-07727,1296,1487,1507,4123,243,15,0.72,0.256,5.8
SKU-07728,1021,1440,1426,3060,570,24,0.699,0.427,14.52
SKU-07729,1262,1097,1213,3164,911,58,0.754,0.272,5.7
SKU-07730,355,407,337,1807,894,43,0.784,0.2,2.02
SKU-07731,454,372,411,76,1103,54,0.85,0.146,13.95
SKU-07732,782,1155,1231,3002,988,33,0.88,0.097,3.12
SKU-07733,1757,1100,1713,1021,889,20,0.782,0.183,4.57
SKU-07734,506,498,505,1180,250,3,0.733,0.267,12.86
SKU-07735,328,428,414,795,453,14,0.755,0.245,13.66
SKU-07736,1361,1186,1602,469,71,31,0.911,0.096,10.52
SKU-07737,922,890,734,3877,252,52,0.967,0.241,10.44
SKU-07738,813,1073,1011,3816,496,13,0.662,0.043,14.51
SKU-07739,1658,1936,1590,4136,350,11,0.739,0.241,5.56
SKU-07740,2059,1681,1879,4034,267,7,0.854,0.369,9.04
SKU-07741,869,882,765,2135,186,10,0.752,0.228,10.81
SKU-07742,1503,1131,1414,1994,449,33,0.867,0.312,6.5
SKU-07743,1279,1285,1435,155,493,17,0.666,0.147,10.19
SKU-07744,1123,958,1238,3150,458,55,0.754,0.248,5.46
SKU-07745,213,220,183,2733,179,21,0.72,0.31,10.94
SKU-07746,203,168,181,4599,1144,7,0.839,0.22,7.76
SKU-07747,1205,1377,1163,4521,849,46,0.846,0.365,1.27
SKU-07748,1442,1243,1697,3831,1178,37,0.944,0.111,14.88
SKU-07749,1090,1406,1081,1795,133,23,0.721,0.272,12.47
SKU-07750,1382,1151,1930,3404,429,26,0.981,0.313,8.46
SKU-07751,606,673,512,1889,270,45,0.946,0.132,2.68
SKU-07752,148,116,136,810,999,7,0.678,0.345,1.24
SKU-07753,324,359,315,2930,93,15,0.974,0.123,12.94
SKU-07754,1806,1544,1866,4123,63,10,0.77,0.323,11.28
SKU-07755,1755,1790,1900,1973,1197,33,0.902,0.376,12.71
SKU-07756,970,968,929,1335,926,10,0.718,0.031,5.17
SKU-07757,2022,1883,1659,1290,976,41,0.704,0.443,10.86
SKU-07758,1871,2215,1849,1365,384,19,0.781,0.187,7.74
SKU-07759,431,406,382,3638,983,5,0.88,0.333,3.58
SKU-07760,167,191,142,4978,305,48,0.942,0.336,4.92
SKU-07761,534,604,436,3397,53,15,0.978,0.146,11.43
SKU-07762,1600,1752,1704,2858,512,9,0.73,0.375,10.4
SKU-07763,1260,1066,1257,2114,104,39,0.773,0.082,14.07
SKU-07764,1049,594,1215,3342,803,17,0.696,0.283,7.31
SKU-07765,1472,1348,1698,1042,709,35,0.68,0.092,13.32
SKU-07766,391,415,345,1212,508,20,0.833,0.06,7.95
SKU-07767,512,441,674,1793,491,15,0.907,0.418,2.59
SKU-07768,756,736,772,1558,172,36,0.942,0.298,14.75
SKU-07769,838,830,857,4020,1105,54,0.666,0.225,13.66
SKU-07770,873,780,767,3819,248,40,0.83,0.071,6.14
SKU-07771,1159,1182,1388,4947,1151,42,0.785,0.204,2.05
SKU-07772,1811,1998,1593,1058,885,6,0.75,0.435,5.2
SKU-07773,795,671,942,335,399,16,0.838,0.21,2.86
SKU-07774,536,682,708,2164,553,19,0.72,0.306,3.54
SKU-07775,499,460,432,4584,1018,14,0.656,0.068,11.87
SKU-07776,1355,1692,1356,143,950,22,0.93,0.135,14.65
SKU-07777,655,463,726,867,941,8,0.894,0.084,5.69
SKU-07778,1685,1776,1483,4325,1000,50,0.721,0.059,5.96
SKU-07779,1689,1211,1701,2739,494,5,0.793,0.318,4.7
SKU-07780,317,257,307,4097,860,36,0.68,0.136,10.99
SKU-07781,1552,1390,1159,2065,613,53,0.846,0.21,2.78
SKU-07782,852,736,962,4235,895,17,0.906,0.443,1.46
SKU-07783,244,221,197,1953,732,29,0.799,0.118,9.59
SKU-07784,592,626,591,4806,537,40,0.963,0.148,6.9
SKU-07785,251,224,228,3191,322,34,0.935,0.325,8.63
SKU-07786,1074,901,1331,2842,159,37,0.932,0.11,9.41
SKU-07787,1329,923,1318,2100,1172,41,0.756,0.144,6.07
SKU-07788,1300,1652,1608,4594,267,30,0.928,0.27,6.1
SKU-07789,732,685,730,2859,116,53,0.792,0.321,4.39
SKU-07790,1380,1408,1328,4445,518,25,0.928,0.244,12.32
SKU-07791,2417,2031,1970,901,504,40,0.921,0.428,11.91
SKU-07792,1689,1615,1579,4449,787,15,0.663,0.058,12.0
SKU-07793,1903,1761,1848,1976,1024,34,0.713,0.242,3.17
SKU-07794,970,1027,1071,1440,495,27,0.932,0.225,12.19
SKU-07795,322,304,345,2413,1128,40,0.872,0.072,12.61
SKU-07796,1693,1507,1375,38,348,34,0.712,0.295,3.19
SKU-07797,2150,1698,1735,2569,738,16,0.986,0.093,13.64
SKU-07798,445,500,492,1485,727,23,0.741,0.211,12.29
SKU-07799,1443,1409,1314,1233,837,8,0.859,0.251,6.28
SKU-07800,1657,1822,1868,1484,996,54,0.895,0.071,4.14
SKU-07801,1133,1124,1183,645,1151,44,0.919,0.341,3.98
SKU-07802,230,243,224,998,569,20,0.934,0.39,0.92
SKU-07803,1137,858,1331,1509,1013,56,0.69,0.401,12.64
SKU-07804,678,596,708,759,1053,31,0.876,0.055,2.06
SKU-07805,1036,908,1239,1322,908,6,0.989,0.219,1.05
SKU-07806,876,853,874,2167,101,27,0.963,0.139,5.35
SKU-07807,2122,2372,1831,4076,688,9,0.674,0.076,0.6
SKU-07808,435,342,573,1664,839,56,0.791,0.412,10.73
SKU-07809,1172,1298,1038,3604,807,41,0.783,0.195,3.93
SKU-07810,800,578,1035,265,364,30,0.949,0.415,5.81
SKU-07811,356,440,356,1660,429,10,0.951,0.261,7.48
SKU-07812,907,1097,1144,2707,1128,3,0.721,0.399,12.19
SKU-07813,703,837,628,1177,479,50,0.891,0.16,2.51
SKU-07814,939,852,944,4729,460,6,0.782,0.386,9.63
SKU-07815,790,794,726,3910,234,30,0.935,0.265,14.3
SKU-07816,1706,1028,1906,4883,1121,6,0.829,0.136,10.03
SKU-07817,1809,2120,1730,3255,296,49,0.911,0.094,7.97
SKU-07818,583,599,625,3421,943,49,0.807,0.029,10.88
SKU-07819,627,654,639,3716,334,26,0.655,0.378,10.12
SKU-07820,1863,2803,1614,700,215,8,0.886,0.32,13.7
SKU-07821,1493,1649,1411,3313,511,20,0.918,0.417,6.29
SKU-07822,269,291,271,4108,150,46,0.866,0.168,15.0
SKU-07823,1874,2243,1643,3244,703,19,0.759,0.16,13.8
SKU-07824,1761,1829,1740,3583,667,47,0.853,0.129,12.1
SKU-07825,1525,1628,1496,1829,177,48,0.798,0.18,2.27
SKU-07826,907,720,1037,2351,571,12,0.825,0.154,14.17
SKU-07827,1461,1365,1431,3486,613,40,0.721,0.021,8.62
SKU-07828,1471,1280,1323,3439,90,8,0.906,0.37,13.93
SKU-07829,603,422,560,2703,175,15,0.857,0.169,10.23
SKU-07830,1434,1610,1369,4197,956,35,0.713,0.45,7.3
SKU-07831,583,455,687,2442,1101,46,0.724,0.142,9.91
SKU-07832,1878,1805,1852,3956,989,4,0.675,0.208,14.83
SKU-07833,1223,1547,1690,1945,519,15,0.725,0.048,0.67
SKU-07834,527,543,393,4506,448,8,0.732,0.132,8.98
SKU-07835,1632,1321,1565,3385,198,12,0.737,0.287,0.78
SKU-07836,740,602,589,3229,59,22,0.804,0.338,8.46
SKU-07837,1716,1591,1719,3390,442,9,0.803,0.149,7.35
SKU-07838,679,723,628,731,276,13,0.792,0.193,2.64
SKU-07839,814,865,836,1680,476,48,0.856,0.36,8.63
SKU-07840,907,543,802,4238,672,27,0.658,0.193,10.32
SKU-07841,452,465,388,4904,131,10,0.984,0.377,13.76
SKU-07842,1302,1387,1368,111,530,11,0.901,0.165,6.05
SKU-07843,1630,1670,1367,3082,932,9,0.931,0.287,1.36
SKU-07844,1232,1297,1127,3053,367,39,0.903,0.162,2.27
SKU-07845,246,223,300,4946,400,51,0.932,0.373,3.76
SKU-07846,1383,1194,1408,1915,160,24,0.775,0.174,2.81
SKU-07847,216,249,212,465,1012,9,0.885,0.334,3.23
SKU-07848,1104,1193,945,317,183,26,0.851,0.093,13.89
SKU-07849,521,486,574,2060,361,27,0.763,0.379,9.25
SKU-07850,847,453,942,4888,841,37,0.783,0.441,3.15
SKU-07851,1656,1718,1534,421,361,59,0.849,0.273,12.91
SKU-07852,159,186,145,3849,703,54,0.904,0.041,3.22
SKU-07853,1684,1889,1613,571,772,40,0.731,0.23,3.81
SKU-07854,1420,1246,1694,710,57,38,0.898,0.245,2.16
SKU-07855,1386,1108,1277,2608,142,21,0.772,0.096,14.28
SKU-07856,1353,1242,1205,2599,714,47,0.801,0.166,5.74
SKU-07857,329,385,321,3447,780,32,0.875,0.059,9.48
SKU-07858,1200,1073,1339,3020,573,22,0.785,0.079,10.59
SKU-07859,92,103,102,481,401,42,0.929,0.058,10.66
SKU-07860,1294,1137,1357,1579,423,13,0.871,0.231,14.27
SKU-07861,289,224,280,3674,808,53,0.93,0.384,0.68
SKU-07862,1944,1628,1779,305,347,5,0.758,0.07,3.83
SKU-07863,1145,1431,1278,2282,56,44,0.931,0.24,6.96
SKU-07864,655,785,736,4044,1006,20,0.675,0.381,13.47
SKU-07865,1570,1814,1482,1009,863,29,0.66,0.202,0.71
SKU-07866,398,344,441,4818,848,43,0.764,0.054,6.51
SKU-07867,301,204,340,4801,660,52,0.754,0.084,2.22
SKU-07868,701,782,717,1418,837,12,0.854,0.12,3.73
SKU-07869,945,860,1087,1413,915,35,0.894,0.337,14.32
SKU-07870,344,335,382,405,671,32,0.782,0.156,4.36
SKU-07871,558,696,592,3206,953,9,0.919,0.217,5.92
SKU-07872,320,367,285,4025,1102,57,0.881,0.049,7.63
SKU-07873,1412,1732,1564,4101,297,6,0.903,0.043,4.61
SKU-07874,91,107,97,1154,702,57,0.731,0.086,3.37
SKU-07875,1830,1837,1904,2009,807,43,0.741,0.42,5.0
SKU-07876,1043,914,995,3863,638,12,0.898,0.357,10.97
SKU-07877,2037,1665,1919,1064,1051,19,0.761,0.348,3.24
SKU-07878,1442,610,1671,3482,391,17,0.895,0.36,9.46
SKU-07879,324,239,339,144,811,49,0.889,0.129,4.81
SKU-07880,2062,2585,1666,4842,554,32,0.765,0.344,4.59
SKU-07881,1836,2321,1924,775,579,34,0.773,0.319,11.72
SKU-07882,866,972,938,2281,855,10,0.761,0.3,13.34
SKU-07883,2339,2365,1950,272,1032,22,0.753,0.15,5.38
SKU-07884,396,320,284,2448,1140,54,0.79,0.447,4.86
SKU-07885,1979,1928,1961,4778,140,53,0.789,0.391,0.6
SKU-07886,1598,1366,1596,1994,1037,17,0.828,0.263,6.42
SKU-07887,1595,1100,1719,4751,991,7,0.911,0.24,5.14
SKU-07888,946,1115,1113,4804,472,53,0.919,0.44,3.92
SKU-07889,365,339,277,262,127,56,0.668,0.396,9.17
SKU-07890,1644,2103,1457,3865,882,32,0.922,0.139,4.02
SKU-07891,958,978,1280,4676,576,26,0.655,0.422,6.69
